Rank,Game,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,date,Avg_players,Gain_players,Peak_players,avg_peak_perc_players
114,Oxygen Not Included,2018,603897,14416,6608,45,1461,812,19,41.89,2018-10-01,4073.27,291.72,8446,48.2272%
119,Paladins,2018,545004,68601,1680,178,13197,733,92,7.94,2018-10-01,14438.1,363.72,28335,50.955%
120,Don't Starve Together,2018,538781,23057,5104,70,3346,725,31,23.37,2018-10-01,5793.69,997.81,14758,39.258%
121,Call of Duty: Black Ops III,2018,528165,89352,7933,396,29058,710,120,5.91,2018-10-01,1857.24,-15.18,3804,48.8233%
122,Shadowverse,2018,515908,17662,18233,66,1311,694,23,29.21,2018-10-01,4131.38,377.65,9511,43.4379%
125,Friday the 13th: The Game,2018,482394,77523,7136,375,26748,649,104,6.22,2018-10-01,493.83,175.11,5438,9.0811%
126,The Elder Scrolls V: Skyrim,2018,459073,62736,4209,153,9397,617,84,7.32,2018-10-01,10261.46,481.66,18762,54.6928%
128,They Are Billions,2018,451790,8295,8765,24,1017,608,11,54.47,2018-10-01,2323.69,-9.88,4467,52.019%
130,Cities: Skylines,2018,439144,18387,8937,96,3671,591,24,23.88,2018-10-01,10750.62,420.02,29398,36.5692%
133,My Summer Car,2018,428247,3577,14030,18,568,576,4,119.72,2018-10-01,516.18,46.56,1334,38.6942%
141,7 Days to Die,2018,400441,46713,1860,135,4853,538,62,8.57,2018-10-01,6447.09,466.08,11389,56.608%
142,SCUM,2018,396387,41024,4753,155,5181,533,55,9.66,2018-10-01,4487.87,-14246.23,10152,44.2068%
149,Enter the Gungeon,2018,355557,13204,14823,41,3351,478,17,26.93,2018-10-01,1724.44,-692.45,3184,54.1595%
150,Yu-Gi-Oh! Duel Links,2018,353737,10717,8038,35,1581,476,14,33.01,2018-10-01,7542.01,1041.5,10420,72.3801%
153,Yakuza 0,2018,344704,10418,6506,34,1357,463,14,33.09,2018-10-01,1006.2,-489.47,3162,31.8216%
155,Russian Fishing 4,2018,338429,22982,2442,64,1067,455,30,14.73,2018-10-01,2644.67,413.02,4246,62.2862%
159,Hunt: Showdown,2018,306639,26355,14056,86,3550,412,35,11.63,2018-10-01,1685.02,-229.46,3596,46.8582%
160,Knight Online,2018,306215,7311,3173,31,558,412,9,41.88,2018-10-01,1795.16,123.68,2725,65.8774%
161,Shadow of the Tomb Raider,2018,305143,38377,5948,198,7223,410,51,7.95,2018-10-01,3941.78,-8471.07,9915,39.7557%
162,Alien: Isolation,2018,300834,17144,4410,137,3456,404,23,17.55,2018-10-01,191.86,29.28,643,29.8383%
164,Outlast,2018,296449,19232,34302,257,6945,398,25,15.41,2018-10-01,151.21,17.35,724,20.8854%
166,Hollow Knight,2018,291889,31458,10278,86,4668,392,42,9.28,2018-10-01,2002.85,-983.14,3544,56.5138%
168,Return of the Obra Dinn,2018,287081,2160,48512,21,522,386,2,132.91,2018-10-01,511.69,-117.96,1212,42.2186%
171,Borderlands 2,2018,279508,23724,1734,73,4197,376,31,11.78,2018-10-01,5599.01,-1679.95,9892,56.6014%
173,Stardew Valley,2018,277513,34735,2403,90,6287,373,46,7.99,2018-10-01,10052.58,-1712.88,16189,62.0951%
175,Life is Strange 2,2018,272389,6996,20174,82,2369,366,9,38.93,2018-10-01,281.12,-82.055,1391,20.2099%
177,Dead Cells,2018,268224,14985,6019,51,3944,361,20,17.9,2018-10-01,1548.68,-583.5,3746,41.3422%
181,S.T.A.L.K.E.R.: Clear Sky,2018,255110,1508,16143,12,248,343,2,169.17,2018-10-01,160.63,18.09,354,45.3757%
182,The Forest,2018,254393,22191,5042,85,4811,342,29,11.46,2018-10-01,3878.83,43.93,10482,37.0047%
183,Tom Clancy's The Division,2018,253870,43301,2483,120,4943,341,58,5.86,2018-10-01,2716.08,-1825.28,5201,52.2223%
184,Team Fortress 2,2018,253634,24559,5146,97,4754,341,33,10.33,2018-10-01,48766.22,7764.1,97329,50.1045%
186,CreativeDestruction,2018,242948,24177,40147,75,5029,326,32,10.05,2018-10-01,1061.11,940.72,3495,30.3608%
187,MapleStory,2018,239464,21917,1251,61,1734,322,29,10.93,2018-10-01,569.2,-137.34,1086,52.4125%
188,CrossCode,2018,238627,7902,16151,36,869,321,10,30.2,2018-10-01,809.19,70.1,2107,38.4048%
190,Green Hell,2018,236137,4243,17933,23,868,317,5,55.65,2018-10-01,511.1,-312.44,1087,47.0193%
191,Beat Saber,2018,235331,19201,4920,57,4491,316,25,12.26,2018-10-01,869.88,-45.89,1479,58.8154%
195,Subnautica,2018,229051,14459,6978,45,2381,308,19,15.84,2018-10-01,2352.58,-121.03,4461,52.7366%
197,Two Point Hospital,2018,224483,7343,8768,44,1506,302,9,30.57,2018-10-01,2340.93,-6223.89,6012,38.9376%
198,Sid Meier's Civilization V,2018,223274,9148,3906,34,1636,300,12,24.41,2018-10-01,22759.35,-336.99,37020,61.4785%
4,Dota 2,2018,44638253,451289,353055,1331,36356,62083,627,98.91,2018-11-01,461073.48,29899.57,826053,55.8165%
6,Counter-Strike: Global Offensive,2018,26556456,709424,308216,1993,110383,36935,986,37.43,2018-11-01,310085.43,-15822.39,546031,56.789%
8,PLAYERUNKNOWN'S BATTLEGROUNDS,2018,20467118,754094,97870,1772,74828,28466,1048,27.14,2018-11-01,418159.48,-50982.25,895650,46.6878%
14,Warframe,2018,15236214,188624,162653,756,21842,21190,262,80.78,2018-11-01,61486.55,11768.29,131766,46.6634%
18,Grand Theft Auto V,2018,9626848,282564,64088,877,41074,13389,392,34.07,2018-11-01,43009.38,-256.59,81360,52.8631%
19,Dead by Daylight,2018,8792539,394680,49502,1300,42862,12228,548,22.28,2018-11-01,18524.02,-3971.89,40901,45.2899%
20,Tom Clancy's Rainbow Six Siege,2018,8692358,566368,164174,1542,98353,12089,787,15.35,2018-11-01,57902.93,-4525.71,115820,49.9939%
28,Rocket League,2018,5303333,225248,167749,580,53794,7375,313,23.54,2018-11-01,32858.99,-1855.25,63278,51.928%
33,ARK: Survival Evolved,2018,4454887,205990,44680,765,15470,6195,286,21.63,2018-11-01,51906.05,22568.43,106170,48.8896%
38,Rust,2018,3615768,109329,30749,373,11486,5028,152,33.07,2018-11-01,37706.36,5886.14,70969,53.1307%
43,Path of Exile,2018,2730469,81866,23786,189,7572,3797,113,33.35,2018-11-01,14546.23,-4974.39,27484,52.9262%
44,NBA 2K19,2018,2680242,211770,16460,663,29970,3727,294,12.66,2018-11-01,11185.89,590.74,20837,53.6828%
46,Black Desert Online,2018,2438418,109863,12596,265,8123,3391,152,22.2,2018-11-01,10692.41,839.87,14965,71.4494%
47,SMITE,2018,2221585,95623,29167,265,11510,3089,132,23.23,2018-11-01,6756.61,234.31,14027,48.1686%
48,Farming Simulator 19,2018,2006839,68261,42848,783,7556,2791,94,29.4,2018-11-01,23405.85,-8619.57,59234,39.5142%
49,Street Fighter V,2018,1978849,29996,86152,86,3606,2752,41,65.97,2018-11-01,1262.9,-15.93,2183,57.8516%
51,Slay the Spire,2018,1911070,23013,11672,66,3992,2657,32,83.04,2018-11-01,7919.56,1169.0,12647,62.6201%
58,Garry's Mod,2018,1479808,20286,93660,103,5868,2058,28,72.95,2018-11-01,24460.87,1685.61,49693,49.224%
63,The Elder Scrolls Online,2018,1357986,49071,12885,138,4775,1888,68,27.67,2018-11-01,10897.08,-2017.42,18228,59.7821%
66,RimWorld,2018,1209044,36542,15742,125,3382,1681,50,33.09,2018-11-01,13297.56,290.0,23774,55.9332%
67,FINAL FANTASY XIV Online,2018,1157182,95303,88767,534,8346,1609,132,12.14,2018-11-01,5671.72,-124.35,10251,55.3285%
70,Monster Hunter: World,2018,1148720,100672,10828,383,16036,1597,140,11.41,2018-11-01,34336.66,-7058.79,122496,28.0308%
76,7 Days to Die,2018,1025275,64112,8877,293,6592,1425,89,15.99,2018-11-01,10160.76,3713.67,27328,37.1808%
79,DayZ,2018,1010895,43056,34062,188,5376,1405,59,23.48,2018-11-01,4404.65,2712.38,12725,34.6141%
86,MapleStory 2,2018,949737,61514,6633,286,7878,1320,85,15.44,2018-11-01,11658.87,-8555.92,25509,45.7049%
95,Euro Truck Simulator 2,2018,813362,54644,28529,347,8129,1131,76,14.88,2018-11-01,15594.96,-149.2,40300,38.6972%
96,World of Warships,2018,806416,38093,18204,111,3716,1121,52,21.17,2018-11-01,3078.13,-157.97,5373,57.2889%
99,Fallout 4,2018,774324,65860,10043,199,10849,1076,91,11.76,2018-11-01,18933.89,380.77,33389,56.707%
104,Kerbal Space Program,2018,729666,9245,11100,38,1326,1014,12,78.93,2018-11-01,3421.93,426.53,7177,47.6791%
105,VRChat,2018,718914,51167,5129,174,5325,999,71,14.05,2018-11-01,6142.4,-279.96,9068,67.7371%
108,Quake Champions,2018,655502,25269,14056,74,3376,911,35,25.94,2018-11-01,1388.12,-367.26,3214,43.1898%
109,Eternal Card Game,2018,653987,7511,2916,23,566,909,10,87.07,2018-11-01,1076.91,32.05,2239,48.0978%
111,Paladins,2018,636308,66787,7818,174,12898,884,92,9.53,2018-11-01,15362.52,924.42,33440,45.9406%
112,For Honor,2018,624319,44077,17789,137,8364,868,61,14.16,2018-11-01,6758.57,-2662.26,14773,45.7495%
114,The Elder Scrolls V: Skyrim,2018,611881,55007,15075,144,8739,851,76,11.12,2018-11-01,9850.86,-410.6,17449,56.4552%
117,Don't Starve Together,2018,595041,31738,13778,107,5036,827,44,18.75,2018-11-01,11926.44,6132.76,30287,39.3781%
122,They Are Billions,2018,554217,7874,10633,25,989,770,10,70.39,2018-11-01,2300.58,-23.1,3920,58.6883%
123,Arma 3,2018,532657,43795,11358,222,5066,740,60,12.16,2018-11-01,12553.3,-791.6,26667,47.0743%
132,Shadowverse,2018,443556,12692,18126,44,1105,616,17,34.95,2018-11-01,3085.56,-1045.82,7513,41.0696%
133,CreativeDestruction,2018,442605,42263,46298,129,8130,615,58,10.47,2018-11-01,2752.68,1691.57,6283,43.8116%
134,Europa Universalis IV,2018,441545,10362,6388,39,971,614,14,42.61,2018-11-01,11335.8,-1046.14,21254,53.3349%
142,The Witcher 3: Wild Hunt,2018,403731,41275,4326,126,6936,561,57,9.78,2018-11-01,13405.32,3304.64,27237,49.2173%
146,My Summer Car,2018,391743,4425,6072,18,621,544,6,88.53,2018-11-01,494.31,-21.87,1295,38.1707%
148,The Forest,2018,380508,56190,22725,235,11505,529,78,6.77,2018-11-01,5071.4,1192.58,13137,38.6039%
153,Frostpunk,2018,357319,6565,8753,48,1440,496,9,54.43,2018-11-01,2216.8,454.23,7007,31.6369%
157,Knight Online,2018,344969,8307,5391,42,585,479,11,41.53,2018-11-01,2000.82,205.66,2873,69.6422%
159,Hunt: Showdown,2018,340945,24912,15863,79,3469,474,34,13.69,2018-11-01,1611.88,-73.13,3831,42.0747%
160,Team Fortress 2,2018,339911,22119,78576,70,4241,472,30,15.37,2018-11-01,53084.17,4317.94,93560,56.7381%
161,Yu-Gi-Oh! Duel Links,2018,335697,9835,6300,34,1432,466,13,34.13,2018-11-01,6683.18,-858.83,10499,63.6554%
163,Hand Simulator,2018,330875,1450,61470,19,926,460,2,228.19,2018-11-01,196.74,67.27,649,30.3143%
173,Friday the 13th: The Game,2018,273491,33680,13936,367,9238,380,46,8.12,2018-11-01,1052.65,558.83,6677,15.7653%
174,Town of Salem,2018,273341,4071,44307,28,1312,380,5,67.14,2018-11-01,833.84,63.25,1584,52.6414%
178,The Elder Scrolls: Legends,2018,266258,6111,9969,21,510,370,8,43.57,2018-11-01,881.27,14.64,1416,62.2366%
180,Sid Meier's Civilization V,2018,265217,10146,3599,37,1868,368,14,26.14,2018-11-01,24841.72,2082.38,40849,60.8135%
181,Beat Saber,2018,264013,24321,5660,98,6834,367,33,10.86,2018-11-01,986.72,116.84,1852,53.2786%
182,Tom Clancy's The Division,2018,261398,37515,3842,103,4540,363,52,6.97,2018-11-01,2299.93,-416.15,5478,41.9848%
183,Cities: Skylines,2018,260478,18358,2802,73,3652,362,25,14.19,2018-11-01,11885.23,1134.61,23049,51.5651%
184,Hollow Knight,2018,249428,26895,6140,87,4324,346,37,9.27,2018-11-01,2114.81,111.96,4037,52.3857%
186,Russian Fishing 4,2018,248083,16845,1331,57,795,345,23,14.73,2018-11-01,2682.43,37.77,4094,65.521%
188,Undertale,2018,246528,18012,13370,233,4721,342,25,13.69,2018-11-01,1636.88,816.39,3055,53.5804%
189,Terraria,2018,246231,27249,12153,83,5043,342,37,9.04,2018-11-01,15635.95,736.8,28050,55.7431%
190,Stardew Valley,2018,245938,31487,1983,89,6040,342,43,7.81,2018-11-01,9503.04,-549.54,16133,58.9044%
191,Grand Theft Auto: San Andreas,2018,245582,9771,4707,38,2169,341,13,25.13,2018-11-01,693.8,1.26,1515,45.7954%
195,Left 4 Dead 2,2018,233323,19747,31520,148,5823,324,27,11.82,2018-11-01,9724.55,1880.56,25246,38.5192%
196,Don't Starve,2018,232589,7746,7199,36,1512,323,10,30.03,2018-11-01,3677.06,1831.8,9500,38.7059%
197,Enter the Gungeon,2018,231620,11340,5569,38,2955,322,15,20.43,2018-11-01,1574.41,-150.03,2597,60.6242%
200,Brawlhalla,2018,225896,29793,29332,100,10223,314,41,7.58,2018-11-01,8143.1,938.71,16364,49.7623%
4,Dota 2,2018,32966244,465590,255770,1310,37524,44369,626,70.81,2018-12-01,439367.83,-21705.66,765422,57.402%
6,PLAYERUNKNOWN'S BATTLEGROUNDS,2018,28179756,1061107,124698,2399,112351,37926,1428,26.56,2018-12-01,473541.26,55381.78,1109766,42.6704%
7,Counter-Strike: Global Offensive,2018,25568114,874586,273822,3173,150135,34411,1177,29.23,2018-12-01,395509.26,85423.83,746548,52.9784%
13,Path of Exile,2018,16102110,332498,115737,3008,21982,21671,447,48.43,2018-12-01,51321.88,36775.65,123462,41.569%
15,Dead by Daylight,2018,9894513,439208,46689,1057,45644,13316,591,22.53,2018-12-01,19722.54,1198.52,38560,51.1477%
16,Grand Theft Auto V,2018,9374254,332127,59845,1018,55273,12616,447,28.22,2018-12-01,55641.33,12631.96,120693,46.1015%
17,Tom Clancy's Rainbow Six Siege,2018,9290975,745405,53408,1776,124937,12504,1003,12.46,2018-12-01,70865.32,12962.39,129558,54.6978%
22,Warframe,2018,6712168,167511,49705,441,20325,9033,225,40.07,2018-12-01,53727.55,-7758.99,89029,60.3484%
36,Black Desert Online,2018,3500550,135504,19518,392,9423,4711,182,25.83,2018-12-01,10753.9,61.49,15621,68.8426%
39,Artifact,2018,3407178,75417,64803,448,8903,4585,101,45.18,2018-12-01,11168.61,0.0,46456,24.0413%
40,Rocket League,2018,3078473,260284,77058,650,56693,4143,350,11.83,2018-12-01,35315.53,2456.54,67952,51.9713%
41,Street Fighter V,2018,3055765,40305,94636,150,5176,4112,54,75.82,2018-12-01,2044.82,781.93,6142,33.2924%
44,DayZ,2018,2795627,79026,58655,386,10780,3762,106,35.38,2018-12-01,7886.47,3481.82,29324,26.8943%
45,ARK: Survival Evolved,2018,2723047,139480,45885,383,11598,3664,187,19.52,2018-12-01,42992.14,-8913.91,76351,56.3085%
50,NBA 2K19,2018,2461803,269992,25417,1309,37591,3313,363,9.12,2018-12-01,11442.44,256.56,21331,53.6423%
52,Rust,2018,2363722,122081,37552,412,13736,3181,164,19.36,2018-12-01,42622.28,4915.93,70775,60.2222%
54,Slay the Spire,2018,2062376,24753,18571,64,4494,2775,33,83.32,2018-12-01,8278.15,358.59,12365,66.9482%
58,SMITE,2018,1814953,107579,11260,295,13014,2442,144,16.87,2018-12-01,6683.82,-72.79,11940,55.9784%
60,World of Warships,2018,1645766,52785,12066,152,4527,2215,71,31.18,2018-12-01,3758.6,680.47,7247,51.8642%
62,The Elder Scrolls Online,2018,1558098,55457,14111,140,5783,2097,74,28.1,2018-12-01,12020.54,1123.45,19823,60.6394%
65,Monster Hunter: World,2018,1532075,132334,22127,384,21910,2062,178,11.58,2018-12-01,37970.69,3634.03,93833,40.4662%
71,Mutant Year Zero: Road to Eden,2018,1357201,22041,43432,196,3146,1826,29,61.58,2018-12-01,1366.31,1365.63,4013,34.0471%
74,Farming Simulator 19,2018,1329210,83502,44919,383,8249,1788,112,15.92,2018-12-01,14786.28,-8619.57,39005,37.9087%
78,7 Days to Die,2018,1172994,80431,25079,221,7266,1578,108,14.58,2018-12-01,13770.37,3609.61,28105,48.9962%
79,Subnautica,2018,1024747,107230,19844,446,23026,1379,144,9.56,2018-12-01,3778.3,1303.48,8980,42.0746%
80,FINAL FANTASY XIV Online,2018,1018735,103348,18836,490,8908,1371,139,9.86,2018-12-01,6184.32,512.6,10222,60.5001%
82,Garry's Mod,2018,978375,22656,76913,89,6655,1316,30,43.18,2018-12-01,25707.03,1246.16,48799,52.6794%
84,Euro Truck Simulator 2,2018,945336,75785,39012,290,10889,1272,101,12.47,2018-12-01,20117.58,4522.63,47581,42.2807%
94,RimWorld,2018,772425,25543,10671,70,2662,1039,34,30.24,2018-12-01,10097.42,-3200.14,15760,64.0699%
97,The Forest,2018,747022,66708,35980,245,14221,1005,89,11.2,2018-12-01,8196.17,3124.76,20925,39.1693%
99,Knight Online,2018,723008,12775,7878,48,847,973,17,56.6,2018-12-01,2190.13,189.32,3029,72.3054%
100,VRChat,2018,722398,49925,4034,175,5474,972,67,14.47,2018-12-01,5976.02,-166.37,9030,66.1796%
101,CreativeDestruction,2018,685930,34775,78972,123,6344,923,46,19.72,2018-12-01,1953.91,-798.77,3812,51.2568%
103,Eternal Card Game,2018,665719,7990,4239,34,587,895,10,83.32,2018-12-01,1261.47,184.56,2571,49.0653%
105,GRIS,2018,654015,10557,37570,126,3148,880,14,61.95,2018-12-01,426.91,0.0,854,49.9895%
107,Borderlands 2,2018,634288,29958,22096,102,5827,853,40,21.17,2018-12-01,7619.02,1058.78,16548,46.0419%
108,X4: Foundations,2018,633342,15145,18808,101,1209,852,20,41.82,2018-12-01,6247.04,6246.48,15074,41.4425%
109,The Elder Scrolls V: Skyrim,2018,626804,61423,10243,161,9807,843,82,10.2,2018-12-01,10321.92,471.06,17633,58.5375%
110,Kenshi,2018,621955,10327,19404,41,1020,837,13,60.23,2018-12-01,3667.37,2542.29,7009,52.3237%
113,Insurgency: Sandstorm,2018,612790,27906,46465,120,6363,824,37,21.96,2018-12-01,4978.04,0.0,7983,62.358%
115,Arma 3,2018,603814,48532,14034,211,5788,812,65,12.44,2018-12-01,13554.29,1000.99,26948,50.2979%
116,Stellaris,2018,598319,20163,6659,166,2570,805,27,29.67,2018-12-01,20411.2,12169.09,50061,40.7727%
117,Quake Champions,2018,597334,24203,22079,70,3238,803,32,24.68,2018-12-01,1244.11,-144.01,3482,35.7298%
118,Paladins,2018,551221,67421,2700,174,13544,741,90,8.18,2018-12-01,14880.47,-482.05,30059,49.5042%
120,The Long Dark,2018,543691,15312,17582,66,2562,731,20,35.51,2018-12-01,2700.27,586.17,6567,41.1188%
121,Friday the 13th: The Game,2018,539769,18683,44705,77,4521,726,25,28.89,2018-12-01,447.18,-605.48,819,54.6007%
122,Fallout 4,2018,534231,40091,6691,136,7190,719,53,13.33,2018-12-01,16971.13,-1962.75,31485,53.9023%
126,Darksiders III,2018,522104,29924,19743,227,4813,702,40,17.45,2018-12-01,1057.2,1057.19,5964,17.7264%
130,Battle Brothers,2018,505295,8061,17619,27,400,680,10,62.68,2018-12-01,1886.52,1411.67,4617,40.8603%
131,Don't Starve Together,2018,503700,25087,8270,67,4067,677,33,20.08,2018-12-01,9303.77,-2622.68,19502,47.7067%
133,Sid Meier's Civilization V,2018,494613,11163,38690,47,1915,665,15,44.31,2018-12-01,25999.34,1157.62,40420,64.323%
135,For Honor,2018,490992,38440,11670,120,7875,660,51,12.77,2018-12-01,5789.15,-969.42,10979,52.7293%
140,MapleStory,2018,474266,26282,15309,117,2245,638,35,18.05,2018-12-01,931.39,290.12,1364,68.2837%
145,Tom Clancy's The Division,2018,461303,52153,27767,165,6479,620,70,8.85,2018-12-01,4702.71,2402.78,12957,36.2947%
147,Oxygen Not Included,2018,457112,13770,9837,38,1478,615,18,33.2,2018-12-01,4262.15,-81.49,6934,61.4674%
148,Shadowverse,2018,452640,15540,12296,74,1245,609,20,29.13,2018-12-01,4077.41,991.85,13931,29.2686%
154,Terraria,2018,422018,30324,18007,93,6122,567,40,13.92,2018-12-01,17776.43,2140.48,31424,56.5696%
155,Realm Royale,2018,418142,58500,14756,155,11245,562,78,7.15,2018-12-01,2187.88,132.59,4377,49.9858%
161,Europa Universalis IV,2018,404214,11224,2858,41,1107,544,15,36.01,2018-12-01,12532.94,1197.14,23012,54.4626%
163,Hunt: Showdown,2018,394006,28360,19973,93,3938,530,38,13.89,2018-12-01,1898.2,286.32,3960,47.9343%
166,Left 4 Dead 2,2018,374134,19631,12408,61,5827,503,26,19.06,2018-12-01,9912.89,188.34,20702,47.8837%
170,The Witcher 3: Wild Hunt,2018,358524,41362,4945,125,6766,482,55,8.67,2018-12-01,12029.72,-1375.59,23943,50.2432%
176,Metin2,2018,346731,15874,2717,65,1543,466,21,21.84,2018-12-01,500.77,34.76,942,53.1603%
178,MapleStory 2,2018,341262,23290,3413,105,3103,459,31,14.65,2018-12-01,4826.53,-6832.34,9010,53.5686%
179,Human: Fall Flat,2018,337903,10467,34677,51,5149,454,14,32.28,2018-12-01,2850.19,1354.51,9594,29.708%
181,Cities: Skylines,2018,324187,16209,24305,47,3438,436,21,20.0,2018-12-01,10818.41,-1066.82,19160,56.4635%
183,Golf It!,2018,320606,4106,35751,26,1802,431,5,78.08,2018-12-01,444.0,89.7,1459,30.4318%
185,They Are Billions,2018,303011,8421,3908,30,1044,407,11,35.98,2018-12-01,2607.26,306.68,4723,55.2035%
186,Hearts of Iron IV,2018,299085,9562,24555,40,1442,402,12,31.28,2018-12-01,13635.03,713.68,24176,56.399%
187,FTL: Faster Than Light,2018,298497,4076,13240,20,969,401,5,73.23,2018-12-01,1213.06,144.82,2116,57.328%
188,Russian Fishing 4,2018,298406,17395,7369,49,864,401,23,17.15,2018-12-01,2840.89,158.45,4197,67.6886%
189,Team Fortress 2,2018,296091,22150,49331,72,4253,398,29,13.37,2018-12-01,50592.4,-2491.76,116141,43.5612%
190,Getting Over It with Bennett Foddy,2018,288668,5945,8367,26,2379,388,8,48.56,2018-12-01,274.77,111.55,648,42.4028%
191,Stardew Valley,2018,284833,36730,3801,108,7021,383,49,7.75,2018-12-01,11160.12,1657.08,22842,48.8579%
193,Beat Saber,2018,282919,34417,7492,115,10376,380,46,8.22,2018-12-01,1532.4,545.68,3800,40.3263%
196,Book of Demons,2018,274322,5299,39327,42,1201,369,7,51.77,2018-12-01,611.11,576.84,2054,29.7522%
199,Hollow Knight,2018,270825,24664,7865,71,4166,364,33,10.98,2018-12-01,2197.74,82.93,4094,53.682%
4,Dota 2,2019,46512393,546394,444825,1462,42722,62600,735,85.13,2019-01-01,475747.0,36379.17,874888,54.378%
5,Counter-Strike: Global Offensive,2019,30778297,1051447,187678,2895,159310,41424,1415,29.27,2019-01-01,401366.87,5857.61,684511,58.6356%
6,PLAYERUNKNOWN'S BATTLEGROUNDS,2019,29852076,1234877,127809,2604,117981,40177,1662,24.17,2019-01-01,497803.25,24261.99,1084606,45.8972%
13,Resident Evil 2,2019,16394917,449333,314244,6488,70644,22065,604,36.49,2019-01-01,40205.7,-3344.4418181818182,74024,54.3144%
130,Resident Evil 2,2019,578746,16569,38429,285,5441,778,22,34.93,2019-01-01,40205.7,-3344.4418181818182,74024,54.3144%
14,Grand Theft Auto V,2019,12142875,401455,70951,1190,57405,16343,540,30.25,2019-01-01,59851.2,4209.87,118210,50.6312%
16,Tom Clancy's Rainbow Six Siege,2019,12104301,923985,106550,2212,141494,16291,1243,13.1,2019-01-01,79175.76,8310.43,137434,57.61%
17,Dead by Daylight,2019,11094559,492980,61337,1087,51812,14932,663,22.51,2019-01-01,22079.07,2356.53,41441,53.2783%
20,Path of Exile,2019,9575782,217870,35204,624,15886,12887,293,43.95,2019-01-01,36766.27,-14555.61,77233,47.6044%
34,Black Desert Online,2019,3746090,154544,29097,304,10427,5041,208,24.24,2019-01-01,13663.56,2909.66,17839,76.5938%
35,Rocket League,2019,3717864,296047,65788,727,62082,5003,398,12.56,2019-01-01,34320.88,-994.65,64262,53.4077%
46,NBA 2K19,2019,2484335,274641,13512,893,39358,3343,369,9.05,2019-01-01,11156.63,-285.81,21023,53.0687%
48,SMITE,2019,2161454,124939,13866,331,14319,2909,168,17.3,2019-01-01,6802.51,118.69,12183,55.8361%
