Rank,Game,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,date,Avg_players,Gain_players,Peak_players,avg_peak_perc_players
83,Warframe,2016,361022,68456,12660,174,11344,485,92,5.27,2016-08-01,26548.41,-1977.75,46268,57.3796%
86,Team Fortress 2,2016,339436,19780,6742,58,3994,456,26,17.16,2016-08-01,53742.49,-716.86,72111,74.5275%
88,Euro Truck Simulator 2,2016,333139,29291,28765,100,4052,448,39,11.37,2016-08-01,9545.62,-741.32,17422,54.7906%
101,Golf With Your Friends,2016,296952,6915,12839,35,2932,399,9,42.94,2016-08-01,797.51,-223.81,1520,52.4678%
103,Kerbal Space Program,2016,287087,10557,2492,42,1754,386,14,27.19,2016-08-01,2473.82,-281.61,4910,50.3833%
104,The Witcher 3: Wild Hunt,2016,284477,44510,9325,122,7682,382,59,6.39,2016-08-01,9554.01,-4876.45,18860,50.6575%
108,Call of Duty: Black Ops II,2016,276314,29211,7238,82,4459,371,39,9.46,2016-08-01,302.99,-16.93,523,57.9331%
113,Subnautica,2016,264277,7625,21063,43,1530,355,10,34.66,2016-08-01,2145.51,-412.63,6543,32.7909%
114,MapleStory,2016,259769,14955,1273,37,1346,349,20,17.37,2016-08-01,644.83,-179.08,1618,39.8535%
115,Layers of Fear,2016,259134,8688,35268,55,3552,348,11,29.83,2016-08-01,95.92,40.28,335,28.6328%
116,FTL: Faster Than Light,2016,251375,3350,3877,15,694,338,4,75.04,2016-08-01,1092.26,-191.16,1804,60.5466%
119,Human: Fall Flat,2016,243119,921,27589,14,353,327,1,263.97,2016-08-01,93.76,15.98,227,41.304%
121,War Thunder,2016,240690,22652,5877,66,3554,323,30,10.63,2016-08-01,10075.81,379.47,17301,58.2383%
123,Grand Theft Auto: San Andreas,2016,234209,11518,8607,40,2522,315,15,20.33,2016-08-01,742.65,-276.83,1240,59.8911%
125,Starbound,2016,218758,18936,4002,82,3504,294,25,11.55,2016-08-01,14848.45,2627.98,36367,40.8295%
126,Farming Simulator 15,2016,218582,26224,1934,87,3108,294,35,8.34,2016-08-01,3696.12,-87.91,7266,50.8687%
131,Death Road to Canada,2016,213419,2846,11906,17,515,287,3,74.99,2016-08-01,158.28,98.1,367,43.1281%
132,Borderlands 2,2016,213370,20283,16120,64,3562,287,27,10.52,2016-08-01,5524.2,-1881.65,9480,58.2722%
134,Outlast,2016,209667,15023,6857,51,5606,282,20,13.96,2016-08-01,138.63,-93.27,240,57.7625%
135,Gang Beasts,2016,207033,1385,30914,15,640,278,1,149.48,2016-08-01,385.32,55.18,701,54.9672%
136,Kingdom: New Lands,2016,205401,3516,34957,34,775,276,4,58.42,2016-08-01,872.11,-177.6175,3495,24.9531%
140,Bully: Scholarship Edition,2016,190371,850,13370,8,204,256,1,223.97,2016-08-01,117.79,-127.62,240,49.0792%
144,DOOM,2016,174962,25609,3158,85,7699,235,34,6.83,2016-08-01,3304.67,-1078.61,8927,37.0188%
147,Company of Heroes 2,2016,170607,5463,2070,23,604,229,7,31.23,2016-08-01,4057.93,-445.05,7204,56.3288%
153,Geometry Dash,2016,156184,17629,3253,51,2625,210,23,8.86,2016-08-01,1945.72,-42.08,3407,57.1095%
154,We Happy Few,2016,155144,5060,7774,48,1541,208,6,30.66,2016-08-01,277.21,68.58,1040,26.6548%
157,Tabletop Simulator,2016,152881,2575,11446,13,726,205,3,59.37,2016-08-01,992.0,-298.46,2278,43.547%
159,Resident Evil 5,2016,152325,8157,7787,28,2917,205,10,18.67,2016-08-01,343.97,113.83,1198,28.712%
160,Call of Duty: Modern Warfare 2,2016,151912,5333,19976,22,1567,204,7,28.49,2016-08-01,538.23,-41.59,926,58.1242%
161,F1 2016,2016,150131,4626,35111,63,1932,202,6,32.45,2016-08-01,1012.78,994.46,5647,17.9348%
162,Neverwinter,2016,146408,58091,1605,180,10111,197,78,2.52,2016-08-01,2013.25,200.1,3485,57.769%
164,Squad,2016,143672,4522,29412,25,830,193,6,31.77,2016-08-01,880.74,234.04,2998,29.3776%
171,Resident Evil 4,2016,137460,10904,3270,352,2885,185,14,12.61,2016-08-01,177.29,-78.65,315,56.2825%
181,Planet Coaster,2016,125993,2057,33236,35,315,169,2,61.25,2016-08-01,0.8,1332.1075,9,8.8889%
184,PAYDAY 2,2016,122386,22458,2133,72,4977,164,30,5.45,2016-08-01,8363.55,-6136.75,13300,62.8838%
185,Terraria,2016,122038,22941,2377,65,4542,164,30,5.32,2016-08-01,15089.83,-4723.78,22057,68.4129%
186,Alien: Isolation,2016,121317,7207,3204,29,2292,163,9,16.83,2016-08-01,290.5,-16.92,736,39.4701%
193,Danganronpa: Trigger Happy Havoc,2016,115354,2075,3745,13,252,155,2,55.59,2016-08-01,163.18,-110.84,244,66.877%
3,Counter-Strike: Global Offensive,2016,30761358,548932,305793,1610,85839,42783,763,56.04,2016-09-01,322525.89,-24703.36,638360,50.5241%
5,Dota 2,2016,24806196,296977,99044,768,30396,34500,413,83.53,2016-09-01,622583.9,-43429.15,1064377,58.4928%
7,Call of Duty: Black Ops III,2016,10988908,743777,167067,3062,150152,15283,1034,14.77,2016-09-01,6233.11,-722.59,14867,41.9258%
11,Dead by Daylight,2016,4713543,111471,24700,272,10589,6555,155,42.28,2016-09-01,12861.78,-2970.94,24120,53.3241%
16,Arma 3,2016,3692636,80451,35559,288,7825,5135,111,45.9,2016-09-01,20145.21,-2904.47,40858,49.3054%
20,Path of Exile,2016,3318962,78612,23319,495,5747,4616,109,42.22,2016-09-01,16543.96,11500.2,33220,49.8012%
21,NBA 2K17,2016,2974662,155132,42215,1755,35905,4137,215,19.18,2016-09-01,8277.4,-1200.74,14844,55.7626%
22,Tom Clancy's Rainbow Six Siege,2016,2835752,227208,35021,705,43205,3944,316,12.48,2016-09-01,10411.69,-3559.54,18099,57.5263%
23,ARK: Survival Evolved,2016,2579781,81852,41935,244,6800,3588,113,31.52,2016-09-01,37334.83,2124.21,67157,55.5934%
26,SMITE,2016,1975136,108497,17585,274,16773,2747,150,18.2,2016-09-01,9557.76,396.28,19071,50.1167%
27,Street Fighter V,2016,1843029,25623,37304,122,4492,2563,35,71.93,2016-09-01,1166.45,-165.6,3020,38.6242%
28,Rocket League,2016,1807327,116205,32962,536,35709,2513,161,15.55,2016-09-01,32689.19,5132.9,79304,41.2201%
30,Grand Theft Auto V,2016,1489213,221364,16962,677,56201,2071,307,6.73,2016-09-01,31643.93,-7147.94,61921,51.1037%
32,Battlerite,2016,1225903,30820,27062,220,5719,1705,42,39.78,2016-09-01,5389.99,-528.1266666666667,13160,40.9574%
34,Rust,2016,1180557,50354,7049,171,6054,1641,70,23.45,2016-09-01,26269.79,-4162.74,50680,51.8346%
40,DayZ,2016,968066,40841,18738,130,4177,1346,56,23.7,2016-09-01,4305.78,-1031.53,8663,49.7031%
47,Fallout 4,2016,741296,114858,10599,416,21007,1031,159,6.45,2016-09-01,24394.12,735.91,48954,49.8307%
55,Tom Clancy's The Division,2016,527140,67294,4568,169,10890,733,93,7.83,2016-09-01,1972.65,-873.38,3434,57.4447%
62,The Elder Scrolls V: Skyrim,2016,472926,29130,8510,89,4193,657,40,16.24,2016-09-01,21397.24,-5049.11,38622,55.4017%
64,7 Days to Die,2016,448301,66628,2036,197,9429,623,92,6.73,2016-09-01,6110.54,-254.43,11250,54.3159%
67,RimWorld,2016,434915,15296,9882,43,1682,604,21,28.43,2016-09-01,6123.16,-1684.69,10259,59.6857%
70,The Witcher 3: Wild Hunt,2016,380928,41835,3856,117,7603,529,58,9.11,2016-09-01,9492.12,-61.88,18718,50.7112%
73,The Elder Scrolls Online,2016,372883,34518,2526,96,5518,518,48,10.8,2016-09-01,2311.95,-681.46,3950,58.5304%
79,Garry's Mod,2016,337994,19101,14669,93,5063,470,26,17.7,2016-09-01,26077.93,-10166.98,53570,48.6801%
80,Mortal Kombat X,2016,332222,15967,6981,49,4583,462,22,20.81,2016-09-01,433.73,109.16,973,44.5766%
83,Team Fortress 2,2016,311695,17462,7836,61,3605,433,24,17.85,2016-09-01,48541.21,-5201.28,74797,64.8973%
87,Sid Meier's Civilization V,2016,291622,9304,2897,41,1782,405,12,31.34,2016-09-01,36845.89,-1509.95,67413,54.657%
92,Kerbal Space Program,2016,271905,8922,2670,37,1334,378,12,30.48,2016-09-01,2725.46,251.64,5359,50.8576%
95,Resident Evil 5,2016,264458,5406,8927,23,2213,367,7,48.92,2016-09-01,256.1,-87.87,510,50.2157%
97,Miscreated,2016,260933,12510,6843,44,1759,362,17,20.86,2016-09-01,1404.08,658.86,3077,45.6315%
98,Resident Evil 4,2016,256716,38240,3240,188,6945,357,53,6.71,2016-09-01,202.74,25.45,397,51.068%
99,Call of Duty: Black Ops II,2016,256267,21626,6231,77,3971,356,30,11.85,2016-09-01,363.8,60.8,835,43.5689%
101,Warframe,2016,246839,49318,9284,144,9200,343,68,5.01,2016-09-01,22775.92,-3772.49,39037,58.3444%
102,Euro Truck Simulator 2,2016,241750,27055,5239,116,3839,336,37,8.94,2016-09-01,8605.78,-939.84,18662,46.1139%
106,Paladins,2016,236891,28180,4055,162,7386,329,39,8.41,2016-09-01,21029.32,333.443333333333,48004,43.8074%
110,Fallout: New Vegas,2016,220092,4993,14958,21,1046,306,6,44.08,2016-09-01,2188.63,-509.59,4047,54.0803%
116,Farming Simulator 15,2016,196762,23740,1932,94,2841,273,33,8.29,2016-09-01,3518.06,-178.07,7664,45.9037%
118,Cossacks 3,2016,191679,2599,15937,43,602,266,3,73.75,2016-09-01,811.92,811.58,5533,14.6741%
122,MapleStory,2016,185974,12464,1186,38,1066,258,17,14.92,2016-09-01,435.7,-209.14,943,46.2036%
124,Golf With Your Friends,2016,185490,5278,7023,35,2330,257,7,35.14,2016-09-01,645.9,-151.61,1431,45.1363%
125,FTL: Faster Than Light,2016,181129,3239,2703,16,618,251,4,55.92,2016-09-01,1033.67,-58.59,1710,60.4485%
128,Subnautica,2016,166451,5868,4583,24,1074,231,8,28.37,2016-09-01,1950.02,-195.49,4174,46.7183%
131,Pro Evolution Soccer 2017,2016,161557,10351,13572,78,1888,224,14,15.61,2016-09-01,3269.72,-6.330000000000003,5915,55.2784%
145,War Thunder,2016,144811,19505,1302,66,3249,201,27,7.42,2016-09-01,9529.8,-546.01,24737,38.5245%
149,Outlast,2016,140168,10602,9914,55,4422,194,14,13.22,2016-09-01,107.47,-31.16,256,41.9805%
151,Left 4 Dead 2,2016,139109,11162,7108,37,3347,193,15,12.46,2016-09-01,7246.37,-1488.89,13374,54.1825%
153,DOOM,2016,134114,16134,4800,52,5434,186,22,8.31,2016-09-01,1851.73,-1452.93,3650,50.7323%
154,Blood Bowl 2,2016,133756,2525,2790,12,321,186,3,52.97,2016-09-01,395.09,107.37,1233,32.043%
156,No Man's Sky,2016,130819,24530,5341,122,5846,181,34,5.33,2016-09-01,2982.79,-33993.62,9254,32.2324%
158,Faeria,2016,129622,1690,8264,10,264,180,2,76.7,2016-09-01,556.66,114.86,1620,34.3617%
159,Borderlands 2,2016,128119,17544,4538,58,3699,178,24,7.3,2016-09-01,8652.93,3128.73,18784,46.0654%
160,Grand Theft Auto: San Andreas,2016,127259,8269,3364,38,2023,176,11,15.39,2016-09-01,685.76,-56.89,1990,34.4603%
162,Osiris: New Dawn,2016,125169,2424,4775,77,630,174,3,51.64,2016-09-01,337.39,63.33000000000002,3335,10.1166%
170,Tabletop Simulator,2016,115353,2202,6206,13,625,160,3,52.39,2016-09-01,832.58,-159.42,1917,43.4314%
172,Cities: Skylines,2016,115059,6963,1550,26,1401,160,9,16.52,2016-09-01,6374.41,1569.12,15810,40.3188%
173,Town of Salem,2016,113511,4303,12613,21,1282,157,5,26.38,2016-09-01,794.78,-96.27,1497,53.0915%
174,Undertale,2016,113213,8553,1579,59,2210,157,11,13.24,2016-09-01,1554.96,-302.61,3008,51.6941%
179,Geometry Dash,2016,109475,13113,1768,56,2467,152,18,8.35,2016-09-01,1849.9,-95.82,3685,50.2008%
180,XCOM 2,2016,108684,8345,1445,83,1486,151,11,13.02,2016-09-01,3319.23,-1422.48,6383,52.0011%
181,"Warhammer 40,000: Eternal Crusade",2016,108146,3005,6867,31,328,150,4,35.99,2016-09-01,669.69,462.86,2741,24.4323%
182,Layers of Fear,2016,107647,3243,9949,21,1401,149,4,33.19,2016-09-01,60.68,-35.24,248,24.4677%
186,Terraria,2016,106533,15679,1429,58,3675,148,21,6.79,2016-09-01,12760.1,-2329.72,24473,52.1395%
189,Danganronpa 2: Goodbye Despair,2016,101903,2638,2767,13,284,141,3,38.63,2016-09-01,305.72,-7.66,811,37.6967%
190,Company of Heroes 2,2016,100031,4926,1904,20,663,139,6,20.31,2016-09-01,4275.97,218.03,9183,46.564%
195,Neverwinter,2016,96727,28645,466,96,4683,134,39,3.38,2016-09-01,1906.51,-106.73,3491,54.6121%
197,F1 2016,2016,95744,3712,13641,25,1934,133,5,25.79,2016-09-01,1516.65,503.87,4668,32.4904%
198,Factorio,2016,95310,7260,2670,28,904,132,10,13.13,2016-09-01,4352.27,287.38,8101,53.7251%
200,This Is the Police,2016,93135,1395,5184,12,424,129,1,66.76,2016-09-01,329.65,-765.63,764,43.1479%
3,Counter-Strike: Global Offensive,2016,35446861,577243,336075,1646,86193,47707,776,61.41,2016-10-01,333076.46,10550.57,661985,50.3148%
4,Dota 2,2016,33623777,305625,217120,860,28069,45254,411,110.02,2016-10-01,639355.14,16771.24,1141191,56.0253%
15,Call of Duty: Black Ops III,2016,4365949,523859,25278,1752,101722,5876,705,8.33,2016-10-01,6913.73,680.62,19089,36.2184%
16,Dead by Daylight,2016,4224259,105987,25113,405,10163,5685,142,39.86,2016-10-01,12324.01,-537.78,29147,42.2823%
19,Arma 3,2016,3422938,87016,20772,281,7807,4606,117,39.34,2016-10-01,20388.75,243.54,41168,49.5257%
22,Sid Meier's Civilization VI,2016,3169270,38500,47793,449,5496,4265,51,82.32,2016-10-01,85934.24,-30742.745,162314,52.9432%
23,Street Fighter V,2016,2868105,24912,45869,68,4060,3860,33,115.13,2016-10-01,1148.54,-17.92,1765,65.0731%
26,NBA 2K17,2016,2451866,180904,20329,638,32477,3299,243,13.55,2016-10-01,6062.7,-2214.71,11649,52.0448%
27,SMITE,2016,2449484,111857,22475,292,15885,3296,150,21.9,2016-10-01,10296.03,738.27,19840,51.8953%
30,Grand Theft Auto V,2016,2260843,287165,24434,895,63714,3042,386,7.87,2016-10-01,42084.49,10440.55,86192,48.8264%
32,Tom Clancy's Rainbow Six Siege,2016,1987765,217913,16291,681,40220,2675,293,9.12,2016-10-01,10591.93,180.24,19467,54.4097%
35,Rocket League,2016,1845929,118822,16169,314,31860,2484,159,15.54,2016-10-01,31774.27,-914.92,59526,53.3788%
36,Path of Exile,2016,1771011,57212,10418,142,4244,2383,77,30.96,2016-10-01,11993.74,-4550.22,23384,51.2904%
38,Battlerite,2016,1288272,52409,23207,187,7912,1733,70,24.58,2016-10-01,5627.88,237.89,11899,47.2971%
41,The Elder Scrolls V: Skyrim,2016,1128642,82520,25627,1011,13985,1519,111,13.68,2016-10-01,23440.65,2043.41,48680,48.1525%
42,ARK: Survival Evolved,2016,1071427,59716,4085,147,4829,1442,80,17.94,2016-10-01,32923.02,-4411.81,59524,55.3105%
43,DayZ,2016,1056363,41576,30751,132,4167,1421,55,25.41,2016-10-01,4381.3,75.52,8757,50.032%
47,Rust,2016,917013,47298,11664,183,5666,1234,63,19.39,2016-10-01,24406.17,-1863.62,48435,50.3895%
49,Stardew Valley,2016,835842,27048,12154,83,3969,1124,36,30.9,2016-10-01,9257.17,4884.78,18675,49.5699%
50,Farming Simulator 17,2016,832912,37534,37242,512,4782,1121,50,22.19,2016-10-01,3846.08,3845.53,31961,12.0337%
55,Shadow Warrior 2,2016,768859,14698,28683,197,3011,1034,19,52.31,2016-10-01,2206.66,2204.82,12484,17.6759%
58,7 Days to Die,2016,641569,68996,5308,194,8652,863,92,9.3,2016-10-01,11702.01,5591.47,22955,50.978%
60,Paladins,2016,629493,61379,30632,191,13024,847,82,10.26,2016-10-01,29277.14,8247.81,56149,52.1419%
61,Tom Clancy's The Division,2016,624169,76637,6148,278,11095,840,103,8.14,2016-10-01,3194.51,1221.86,7897,40.4522%
77,Shadowverse,2016,422110,8704,21393,45,1112,568,11,48.5,2016-10-01,2862.18,733.625,7472,38.3054%
78,Outlast,2016,407451,20991,21623,232,7652,548,28,19.41,2016-10-01,167.06,59.59,818,20.423%
82,Mortal Kombat X,2016,370960,16091,19811,58,4275,499,21,23.05,2016-10-01,792.78,359.05,2286,34.6798%
83,The Elder Scrolls Online,2016,370605,20552,8507,80,4275,498,27,18.03,2016-10-01,3230.06,918.11,6653,48.5504%
84,Call of Duty: Modern Warfare 2,2016,367527,4436,29917,37,1356,494,5,82.85,2016-10-01,594.69,-27.42,1131,52.5809%
86,Fallout 4,2016,348195,79092,4027,203,14616,468,106,4.4,2016-10-01,20786.01,-3608.11,39948,52.0327%
88,Garry's Mod,2016,339482,21526,8058,83,4997,456,28,15.77,2016-10-01,26279.18,201.25,51015,51.5127%
89,DOOM,2016,333051,16908,5307,53,4970,448,22,19.7,2016-10-01,2248.95,397.21,4931,45.6084%
92,Dead Space,2016,318430,6604,9785,54,1349,428,8,48.22,2016-10-01,112.38,-6.55,599,18.7613%
99,Miscreated,2016,288996,10495,27105,49,1472,388,14,27.54,2016-10-01,1208.8,-195.28,2557,47.2741%
102,RimWorld,2016,283416,11435,4832,36,1189,381,15,24.78,2016-10-01,4522.13,-1601.03,8604,52.5585%
104,Sid Meier's Civilization V,2016,276386,11983,6887,48,2301,371,16,23.06,2016-10-01,39757.04,2911.15,72026,55.1982%
106,Kerbal Space Program,2016,275767,10261,3443,37,1530,371,13,26.88,2016-10-01,3916.11,1190.65,9258,42.2997%
107,FTL: Faster Than Light,2016,264615,3286,5585,15,636,356,4,80.53,2016-10-01,1037.93,4.25,1818,57.0919%
108,The Witcher 3: Wild Hunt,2016,263992,34403,5755,106,6195,355,46,7.67,2016-10-01,8779.56,-712.56,17821,49.2652%
109,Alien: Isolation,2016,263311,9398,9862,74,2554,354,12,28.02,2016-10-01,222.04,3.62,473,46.9429%
110,Call of Duty 4: Modern Warfare,2016,261369,7951,9178,64,2385,351,10,32.87,2016-10-01,258.9,-65.89,512,50.5664%
111,Euro Truck Simulator 2,2016,257691,31268,4152,132,4026,346,42,8.24,2016-10-01,9394.55,788.77,20451,45.9369%
113,My Summer Car,2016,255203,5099,39005,61,936,343,6,50.05,2016-10-01,917.2,-72.69999999999999,5509,16.6491%
114,Dead Space 2,2016,253866,2629,14097,15,520,341,3,96.56,2016-10-01,106.73,-16.97,494,21.6053%
116,Resident Evil,2016,251183,3976,9871,21,7420,338,5,63.17,2016-10-01,69.23,3.38,194,35.6856%
180,Resident Evil,2016,143542,4113,9577,31,1047,193,5,34.9,2016-10-01,69.23,3.38,194,35.6856%
117,Europa Universalis IV,2016,250773,7234,9368,32,608,337,9,34.67,2016-10-01,10379.0,2425.1,24361,42.605%
125,Layers of Fear,2016,236053,5834,15462,112,2062,317,7,40.46,2016-10-01,50.24,-10.44,279,18.0072%
126,Clustertruck,2016,235677,3918,34003,31,1766,317,5,60.15,2016-10-01,349.93,348.86,1434,24.4024%
127,The Evil Within,2016,234985,9791,10493,52,2081,316,13,24.0,2016-10-01,158.65,16.03,463,34.2657%
128,Warframe,2016,229826,39588,8460,102,7097,309,53,5.81,2016-10-01,20888.62,-1887.31,34094,61.2677%
130,SOMA,2016,227257,5734,14846,55,1286,305,7,39.63,2016-10-01,167.46,60.38,555,30.173%
131,Amnesia: The Dark Descent,2016,225547,4310,21787,61,1327,303,5,52.33,2016-10-01,90.13,20.49,397,22.7028%
133,Atlas Reactor,2016,224314,7997,7252,37,994,301,10,28.05,2016-10-01,1157.27,816.62,3339,34.6592%
134,Team Fortress 2,2016,215118,18833,2509,61,3477,289,25,11.42,2016-10-01,45910.06,-2631.15,81153,56.5722%
142,Vampire: The Masquerade - Bloodlines,2016,199827,1255,11517,12,172,268,1,159.22,2016-10-01,83.95,24.42,378,22.209%
145,Five Nights at Freddy's: Sister Location,2016,191520,4976,20375,100,1931,257,6,38.49,2016-10-01,500.65,500.65,3489,14.3494%
151,Golf With Your Friends,2016,182538,5246,6342,39,2261,245,7,34.8,2016-10-01,524.29,-121.61,1396,37.5566%
153,Mass Effect,2016,177864,3208,12487,16,612,239,4,55.44,2016-10-01,329.33,-87.64,709,46.4499%
158,Left 4 Dead 2,2016,174250,12165,9944,57,3509,234,16,14.32,2016-10-01,7471.14,224.77,17778,42.0246%
159,Farming Simulator 15,2016,172814,18847,2224,79,2634,232,25,9.17,2016-10-01,3235.87,-282.18,7388,43.799%
160,PAYDAY 2,2016,170528,24697,6271,93,5311,229,33,6.9,2016-10-01,14543.49,6702.36,41053,35.4261%
164,Osiris: New Dawn,2016,165120,7068,23497,60,1668,222,9,23.36,2016-10-01,976.12,638.73,4739,20.5976%
165,Call of Duty: Black Ops II,2016,162316,18526,1913,61,3215,218,24,8.76,2016-10-01,474.79,110.99,855,55.531%
168,Rise of the Tomb Raider,2016,160815,36788,7980,237,6871,216,49,4.37,2016-10-01,1665.45,472.66,4663,35.7163%
170,MapleStory,2016,156278,11619,703,36,1005,210,15,13.45,2016-10-01,391.17,-44.53,803,48.7136%
172,Resident Evil 4,2016,151595,15560,2165,62,3062,204,20,9.74,2016-10-01,194.29,-8.45,574,33.8484%
173,The Long Dark,2016,149388,4778,5380,21,822,201,6,31.27,2016-10-01,1167.98,324.67,3584,32.5887%
174,XCOM 2,2016,148560,17852,1816,92,2580,199,24,8.32,2016-10-01,3606.25,287.02,8006,45.0443%
176,Don't Starve Together,2016,145229,12062,4380,43,2465,195,16,12.04,2016-10-01,5670.79,1196.65,16381,34.6181%
184,War Thunder,2016,138144,20210,2400,74,3125,185,27,6.84,2016-10-01,11016.75,1486.95,21819,50.4915%
185,Borderlands 2,2016,135641,17876,1783,113,3839,182,24,7.59,2016-10-01,6233.13,-2419.79,12956,48.11%
193,Terraria,2016,131895,16997,1121,52,3525,177,22,7.76,2016-10-01,13364.55,604.44,23776,56.2103%
3,Dota 2,2016,33372697,296445,173538,879,25369,46415,412,112.58,2016-11-01,584251.33,-55103.82,1007270,58.0034%
4,Counter-Strike: Global Offensive,2016,32928974,574651,219844,1669,77914,45798,799,57.3,2016-11-01,329045.26,-4031.2,627124,52.4689%
11,Call of Duty: Infinite Warfare,2016,6383993,154653,75932,958,46444,8878,215,41.28,2016-11-01,4995.04,-2399.86,15312,32.6217%
15,Arma 3,2016,5240017,87384,45332,317,7467,7287,121,59.97,2016-11-01,19925.98,-462.77,43745,45.5503%
18,Dead by Daylight,2016,4637237,124216,22953,372,10247,6449,172,37.33,2016-11-01,14971.33,2647.33,29783,50.268%
23,Tom Clancy's Rainbow Six Siege,2016,3810746,248170,62002,929,41319,5300,345,15.36,2016-11-01,15355.49,4763.56,42265,36.3315%
24,Planet Coaster,2016,3600111,41844,57195,218,5702,5007,58,86.04,2016-11-01,5463.1,5457.93,21828,25.0279%
26,The Elder Scrolls V: Skyrim,2016,3233235,213593,17233,680,27138,4496,297,15.14,2016-11-01,28071.49,4630.84,54307,51.6904%
28,SMITE,2016,2741914,105160,25316,274,13774,3813,146,26.07,2016-11-01,9659.57,-636.47,18291,52.8105%
29,Tom Clancy's The Division,2016,2572068,149423,36710,547,19819,3577,207,17.21,2016-11-01,6750.5,3555.99,24453,27.606%
32,Dishonored 2,2016,2342500,49624,86255,389,8480,3257,69,47.2,2016-11-01,7863.39,-4355.84,22269,35.3109%
33,NBA 2K17,2016,2334192,163272,39297,1778,28316,3246,227,14.3,2016-11-01,4707.22,-1355.48,8648,54.4313%
34,Grand Theft Auto V,2016,1939768,245729,26332,823,50966,2697,341,7.89,2016-11-01,42991.3,906.81,86759,49.5526%
37,Street Fighter V,2016,1667673,24475,46098,67,3735,2319,34,68.14,2016-11-01,1107.03,-41.51,1581,70.0209%
38,Rocket League,2016,1622268,114674,14986,331,27591,2256,159,14.15,2016-11-01,29231.05,-2543.22,55526,52.6439%
40,Path of Exile,2016,1492804,40531,9905,101,3306,2076,56,36.83,2016-11-01,8549.98,-3443.76,15690,54.4932%
42,Sid Meier's Civilization VI,2016,1296630,26737,27866,131,3336,1803,37,48.5,2016-11-01,40282.56,-45651.68,84765,47.5226%
43,DayZ,2016,1146376,47123,5945,153,4303,1594,65,24.33,2016-11-01,4789.18,407.89,9381,51.0519%
44,Rust,2016,1126799,50129,26533,231,5686,1567,69,22.48,2016-11-01,22879.2,-1526.98,47571,48.0948%
45,Farming Simulator 17,2016,1096137,76993,6843,300,6891,1524,107,14.24,2016-11-01,10184.19,6338.11,26210,38.8561%
53,ARK: Survival Evolved,2016,839356,52124,14169,146,4316,1167,72,16.1,2016-11-01,31316.81,-1606.21,54698,57.254%
61,Call of Duty: Black Ops III,2016,735685,211502,12372,857,46525,1023,294,3.48,2016-11-01,3905.41,-3008.32,8977,43.5046%
65,My Summer Car,2016,644582,11098,36292,53,1680,896,15,58.08,2016-11-01,1461.82,544.62,4505,32.4488%
76,Shadowverse,2016,550943,16473,25600,45,1871,766,22,33.45,2016-11-01,4880.11,2017.93,8075,60.4348%
78,Paladins,2016,534196,53197,31166,168,9216,742,73,10.04,2016-11-01,28116.97,-1160.17,60566,46.4237%
80,Battlerite,2016,503079,22196,14304,79,3220,699,30,22.67,2016-11-01,2833.23,-2794.65,6025,47.0246%
83,Warframe,2016,479147,55490,12098,185,8144,666,77,8.63,2016-11-01,29817.19,8928.58,68530,43.5097%
87,7 Days to Die,2016,461632,64540,3579,185,7934,642,89,7.15,2016-11-01,12004.59,302.58,20597,58.2832%
89,Garry's Mod,2016,430983,20575,27338,92,4415,599,28,20.95,2016-11-01,26867.82,588.64,56678,47.4043%
90,Dishonored,2016,422756,14202,12707,73,3466,587,19,29.77,2016-11-01,2786.45,1476.02,6764,41.1953%
91,Stardew Valley,2016,413263,18631,10882,58,2788,574,25,22.18,2016-11-01,6878.95,-2378.22,13674,50.3068%
96,The Elder Scrolls Online,2016,378583,26758,1673,108,5636,526,37,14.15,2016-11-01,9037.45,5807.39,29305,30.8393%
98,Call of Duty 4: Modern Warfare,2016,368013,12728,24486,231,3334,511,17,28.91,2016-11-01,258.57,-0.33,518,49.917%
101,Transport Fever,2016,355060,6367,6818,58,565,493,8,55.77,2016-11-01,3191.3,3178.68,12517,25.4957%
102,Factorio,2016,354805,9639,6354,36,1043,493,13,36.81,2016-11-01,4700.62,287.98,8697,54.0488%
104,Fallout 4,2016,340782,77859,3233,231,13705,473,108,4.38,2016-11-01,19698.4,-1087.6,40096,49.1281%
106,Mass Effect 2,2016,324863,8299,12237,33,1106,451,11,39.14,2016-11-01,470.23,66.28,1043,45.0844%
107,Football Manager 2017,2016,302954,6618,2967,32,492,421,9,45.78,2016-11-01,30393.72,25436.87,60105,50.5677%
110,Tyranny,2016,275413,6105,20863,97,880,383,8,45.11,2016-11-01,3226.66,3221.07,15739,20.501%
114,The Witcher 3: Wild Hunt,2016,252245,32770,4790,104,5560,350,45,7.7,2016-11-01,9113.02,333.46,21281,42.8223%
116,Owlboy,2016,247530,4865,24878,47,1015,344,6,50.88,2016-11-01,332.92,330.79,1287,25.8679%
118,Europa Universalis IV,2016,243542,7024,3010,34,572,338,9,34.67,2016-11-01,9844.0,-535.0,18915,52.0434%
119,Euro Truck Simulator 2,2016,237182,28765,6662,136,3708,329,40,8.25,2016-11-01,9627.76,233.21,25918,37.147%
121,Don't Starve Together,2016,236732,16868,6021,61,2853,329,23,14.03,2016-11-01,8531.69,2860.9,20645,41.3257%
